minute_utc,onchain_swap_count,onchain_abs_fami,onchain_usdg_per_fami_token,cash_fami_close_usd,cash_fami_volume,onchain_minus_cash_usd,onchain_minus_cash_pct
2026-09-02 13:34:00+00:00,19,105106.50482223528,0.1225432038030883,,,,
2026-09-02 13:37:00+00:00,4,33868.862130042406,0.1229794512674865,,,,
2026-09-02 13:38:00+00:00,1,9541.05307493124,0.1231027652708249,0.1150000020861625,2532.0,0.0081027631846623,7.045880902325052
2026-09-02 13:39:00+00:00,12,139545.43852857006,0.124887095445526,0.1155000030994415,2601.0,0.0093870923460845,8.12735246249523
2026-09-02 13:40:00+00:00,542,1301096.1812391735,0.1422779322091958,0.1168999969959259,20196.0,0.0253779352132699,21.709098259561465
2026-09-02 13:41:00+00:00,1249,2898271.384046219,0.1594436978907816,,,,
2026-09-02 13:42:00+00:00,1339,3173116.394280052,0.1926285317864493,,,,
2026-09-02 13:43:00+00:00,1406,3340589.9916816875,0.2237072069702686,,,,
2026-09-02 13:44:00+00:00,867,2174633.262566501,0.2209440734485133,0.1228000000119209,488055.0,0.0981440734365923,79.92188389826136
2026-09-02 13:45:00+00:00,1451,4336568.023698163,0.2208252018135414,0.1172999963164329,174.0,0.1035252054971085,88.25678495149731
2026-09-02 13:46:00+00:00,908,3388339.801392262,0.210428155707178,0.1199999973177909,22121.0,0.090428158389387,75.35680034217825
2026-09-02 13:47:00+00:00,1204,3279335.0848709256,0.2523688753521607,0.1199999973177909,192436.0,0.1323688780343697,110.30740082753732
2026-09-02 13:48:00+00:00,1130,3047848.7773225154,0.2323613574350489,0.1292999982833862,878055.0,0.1030613591516627,79.70716204170674
2026-09-02 13:49:00+00:00,1006,3086427.692838256,0.2300123970301283,0.1319999992847442,332110.0,0.098012397745384,74.25181687611702
2026-09-02 13:50:00+00:00,918,2448958.809036106,0.2555522269116076,0.1383000016212463,707912.0,0.1172522252903613,84.78107296880064
2026-09-02 13:51:00+00:00,1277,2677384.5199085274,0.3097629301103062,0.1495999991893768,1627883.0,0.1601629309209294,107.06078328127604
2026-09-02 13:52:00+00:00,1032,2809294.289851949,0.2853841463634647,0.1519999951124191,1959356.0,0.1333841512510456,87.75273390791544
2026-09-02 13:53:00+00:00,1091,3161215.2884051297,0.3113628923329649,0.1618999987840652,2799692.0,0.1494628935488997,92.31803253330864
2026-09-02 13:54:00+00:00,1954,2722286.691341058,0.3767061745807983,0.1668000072240829,4563838.0,0.2099061673567154,125.84302054299236
2026-09-02 13:55:00+00:00,1369,1826231.7544241515,0.3608430720275774,0.1503999978303909,3715214.0,0.2104430741971865,139.92225879850565
2026-09-02 13:56:00+00:00,1423,1938070.108671264,0.4167438695180125,0.1615999937057495,2857046.0,0.255143875812263,157.88606791460867
2026-09-02 13:57:00+00:00,1143,1384501.7226256104,0.4410570537860447,0.1721999943256378,4241409.0,0.2688570594604069,156.13070169560305
2026-09-02 13:58:00+00:00,1021,1401931.8840381382,0.4767563714130032,0.185599997639656,6440422.0,0.2911563737733472,156.87304820910057
2026-09-02 13:59:00+00:00,1296,2334405.039096125,0.4228851968529026,0.1814000010490417,5594051.0,0.2414851958038609,133.12303991584602
2026-09-02 14:00:00+00:00,1518,,0.40157632494538625,0.16089999675750732,7057574.0,,149.58131326167936
2026-09-02 14:01:00+00:00,695,,0.4257523822392084,0.16189999878406525,2798908.0,,162.97244313575155
2026-09-02 14:02:00+00:00,518,,0.4090196535298084,0.1639000028371811,2367351.0,,149.55439075625284
2026-09-02 14:03:00+00:00,839,,0.37217466435609475,0.14309999346733093,4377339.0,,160.0801407031933
2026-09-02 14:04:00+00:00,644,,0.3493922271881021,0.1428000032901764,3425319.0,,144.67242236550968
2026-09-02 14:05:00+00:00,802,,0.3148041123518642,0.14589999616146088,2055132.0,,115.76704635652275
2026-09-02 14:06:00+00:00,899,,0.34033645518994954,0.15639999508857727,2601593.0,,117.60643598307001
2026-09-02 14:07:00+00:00,397,,0.3733971210571508,0.16269999742507935,4005979.0,,129.5003853513237
2026-09-02 14:08:00+00:00,526,,0.318054406899296,0.16410000622272491,2033879.0,,93.81742525202364
2026-09-02 14:09:00+00:00,600,,0.35314464285228386,0.16580000519752502,3146081.0,,112.99434968748447
2026-09-02 14:10:00+00:00,472,,0.32494728854620103,0.16130000352859497,2143788.0,,101.45522717771978
2026-09-02 14:11:00+00:00,423,,0.3182848837115877,0.16040000319480896,1529956.0,,98.43196843644975
2026-09-02 14:12:00+00:00,447,,0.3382545992712036,0.16200000047683716,745758.0,,108.79913473800724
2026-09-02 14:13:00+00:00,438,,0.35427333431000174,0.16769999265670776,1813039.0,,111.25423364521016
2026-09-02 14:14:00+00:00,151,,0.3636699934458546,0.16449999809265137,1910645.0,,121.07598642099964
2026-09-02 14:15:00+00:00,413,,0.37329725989923074,0.1785999983549118,3482648.0,,109.01302538503882
2026-09-02 14:16:00+00:00,496,,0.40970776261319486,0.1859000027179718,5980144.0,,120.39147747338173
2026-09-02 14:17:00+00:00,562,,0.4444467511877833,0.20600000023841858,10068339.0,,115.750849841453
2026-09-02 14:18:00+00:00,888,,0.4884522988173346,0.2087000012397766,7593865.0,,134.04518251830245
2026-09-02 14:19:00+00:00,815,,0.5038830161150104,0.21220000088214874,5957339.0,,137.45665128194605
2026-09-02 14:20:00+00:00,585,,0.5211456981322082,0.20180000364780426,6454834.0,,158.24860689385756
2026-09-02 14:21:00+00:00,765,,0.5443191151387672,0.1915999948978424,4808252.0,,184.09140377534357
2026-09-02 14:22:00+00:00,1175,,0.5901805103943306,0.20559999346733093,4277239.0,,187.05278654987313
2026-09-02 14:23:00+00:00,1077,,0.641577693521916,0.20029999315738678,6099620.0,,220.30839512699978
2026-09-02 14:24:00+00:00,933,,0.6358634279154681,0.1987999975681305,2841212.0,,219.85082278361307
2026-09-02 14:25:00+00:00,978,,0.6395863215115494,0.20880000293254852,4944425.0,,206.31528377811543
2026-09-02 14:26:00+00:00,1035,,0.7026059443217334,0.2248000055551529,10927964.0,,212.54712053347998
2026-09-02 14:27:00+00:00,715,,0.7688239745178941,0.24009999632835388,8344770.0,,220.20990682002028
2026-09-02 14:28:00+00:00,788,,0.7893637436270318,0.23340000212192535,7496562.0,,238.20211501741016
2026-09-02 14:29:00+00:00,598,,0.7845161860148504,0.22930000722408295,5462896.0,,242.13526441287186
2026-09-02 14:30:00+00:00,962,,0.8287252834844717,0.2249000072479248,4136888.0,,268.4861079488109
2026-09-02 14:31:00+00:00,569,,0.7716843036483674,0.23669999837875366,6227990.0,,226.01787449679773
2026-09-02 14:32:00+00:00,818,,0.824405059486827,0.23180000483989716,8681502.0,,255.65359891007705
2026-09-02 14:33:00+00:00,1071,,0.9633836027451667,0.2736000120639801,10661405.0,,252.1138743663081
2026-09-02 14:34:00+00:00,1162,,0.9553018110863911,0.2897999882698059,11376890.0,,229.6417701014529
2026-09-02 14:35:00+00:00,1090,,0.9937303657827343,0.34880000352859497,15429457.0,,184.89975795005037
2026-09-02 14:36:00+00:00,1461,,1.0092769400741677,0.33000001311302185,9704468.0,,205.84148483912332
2026-09-02 14:37:00+00:00,1452,,0.885803801983853,0.32829999923706055,8892991.0,,169.81535304367372
2026-09-02 14:38:00+00:00,948,,0.9548860292464236,0.3160000145435333,8754881.0,,202.17910927180515
2026-09-02 14:39:00+00:00,970,,0.9799413750401742,0.3269999921321869,6462902.0,,199.67626869056357
2026-09-02 14:40:00+00:00,883,,1.0979329682124497,0.3109999895095825,4749215.0,,253.03312065823084
2026-09-02 14:41:00+00:00,1275,,1.2104641913968412,0.32710000872612,5837997.0,,270.0593577208858
2026-09-02 14:42:00+00:00,1326,,1.2243860636864963,0.32510000467300415,10373613.0,,276.6182854774248
2026-09-02 14:43:00+00:00,1226,,1.1956315091744116,0.3450999855995178,5035894.0,,246.45944916437057
2026-09-02 14:44:00+00:00,1043,,1.2711169057950793,0.3499999940395355,11618257.0,,263.176264983449
2026-09-02 14:45:00+00:00,1296,,1.2086159377539882,0.40639999508857727,11818760.0,,197.3956575689828
2026-09-02 14:46:00+00:00,1331,,1.2659157672470525,0.45089998841285706,15899836.0,,180.75311594107725
2026-09-02 14:47:00+00:00,1351,,1.292888611509028,0.4779999852180481,9543126.0,,170.4787973830698
2026-09-02 14:48:00+00:00,1630,,0.9062225592825272,0.4528000056743622,11411475.0,,100.13748849955854
2026-09-02 14:49:00+00:00,2602,,0.7280926943590619,0.374099999666214,16202599.0,,94.62515236800144
2026-09-02 14:50:00+00:00,2636,,0.8756997531305147,0.36000001430511475,14162976.0,,143.24992175925954
2026-09-02 14:51:00+00:00,1522,,0.8711408241019344,0.33570000529289246,10085278.0,,159.49979456862954
2026-09-02 14:52:00+00:00,1568,,1.0342871010412507,0.3418000042438507,7351925.0,,202.60008431812605
2026-09-02 14:53:00+00:00,928,,0.890461882340115,0.3474999964237213,7341401.0,,156.24802633216075
2026-09-02 14:54:00+00:00,944,,0.5861061884119402,0.30880001187324524,7215016.0,,89.80121951955178
2026-09-02 14:55:00+00:00,2409,,0.755154213865725,0.29760000109672546,11456380.0,,153.7480547993298
2026-09-02 14:56:00+00:00,1357,,0.8625266130952679,0.30000001192092896,7527305.0,,187.50885960718034
2026-09-02 14:57:00+00:00,1130,,0.9192096780100116,0.3303000032901764,8376269.0,,178.29538869318876
2026-09-02 14:58:00+00:00,839,,0.9294237113991975,0.33160001039505005,6121721.0,,180.2845845185388
2026-09-02 14:59:00+00:00,979,,1.0396586265376968,0.2833000123500824,7613102.0,,266.9814970756017
2026-09-02 15:00:00+00:00,1101,,1.2250876736295784,0.323199987411499,5347457.0,,279.0494187333596
2026-09-02 15:01:00+00:00,1017,,1.1880346216374782,0.3416999876499176,9230257.0,,247.68354245732579
2026-09-02 15:02:00+00:00,862,,1.2065891020065984,0.32429999113082886,5406949.0,,272.0595544265177
2026-09-02 15:03:00+00:00,884,,1.0562261060909603,0.3188000023365021,4065210.0,,231.31307978350796
2026-09-02 15:04:00+00:00,671,,1.220920382151869,0.325300008058548,3374120.0,,275.3213501095659
2026-09-02 15:05:00+00:00,629,,1.1870390193523508,0.3416999876499176,6513767.0,,247.39217508211024
2026-09-02 15:06:00+00:00,805,,1.311569967830244,0.34150001406669617,5200671.0,,284.06146817144486
2026-09-02 15:07:00+00:00,1004,,1.346545104089483,0.32499998807907104,3237711.0,,314.3215856862969
2026-09-02 15:08:00+00:00,1762,,1.0495698603920445,0.30169999599456787,5038044.0,,247.8852748844392
2026-09-02 15:09:00+00:00,1265,,1.0667799478702946,0.27869999408721924,9548670.0,,282.76999300417833
2026-09-02 15:10:00+00:00,1280,,1.0270732742842583,0.2614000141620636,8181619.0,,292.9124784390754
2026-09-02 15:11:00+00:00,805,,1.0445547035872873,0.26589998602867126,3387283.0,,292.8374420729213
2026-09-02 15:12:00+00:00,628,,0.8720200576091279,0.2703000009059906,3778440.0,,222.61193292130747
2026-09-02 15:13:00+00:00,1272,,0.9218207548701144,0.2522999942302704,5034711.0,,265.36693458216354
2026-09-02 15:14:00+00:00,568,,0.8995042586466848,0.2529999911785126,5553405.0,,255.53529249414467
2026-09-02 15:15:00+00:00,782,,0.9967067154976523,0.25679999589920044,2829701.0,,288.1256742265998
2026-09-02 15:16:00+00:00,545,,0.9089498013513685,0.24889999628067017,2865881.0,,265.18674766326563
2026-09-02 15:17:00+00:00,442,,0.9031455794870542,0.2304999977350235,4458682.0,,291.8202118705813
2026-09-02 15:18:00+00:00,829,,0.8046094187075465,0.24789999425411224,6213595.0,,224.57016432310763
2026-09-02 15:19:00+00:00,443,,0.8220361301311431,0.24230000376701355,2049927.0,,239.26377108998383
2026-09-02 15:20:00+00:00,414,,0.8211886705662833,0.23479999601840973,3077735.0,,249.73964416161968
2026-09-02 15:21:00+00:00,415,,0.941389587901212,0.2320999950170517,3924056.0,,305.59655670481635
